frame,time_s,found,x_in,y_in,heading_deg
818,13.6470,1,1.922,32.987,-99.07
819,13.6637,1,1.880,33.135,-100.39
820,13.6803,1,1.779,33.251,-101.90
821,13.6970,1,1.697,33.420,-103.43
822,13.7137,1,1.557,33.545,-106.51
823,13.7304,1,1.409,33.732,-108.68
824,13.7471,1,1.237,33.917,-111.77
825,13.7637,1,1.064,34.114,-115.80
826,13.7804,1,0.862,34.334,-119.67
827,13.7971,1,0.698,34.558,-123.27
828,13.8138,1,0.480,34.814,-128.16
829,13.8305,1,0.297,35.099,-133.57
830,13.8472,1,0.156,35.350,-137.87
831,13.8639,1,0.004,35.690,-143.99
832,13.8805,1,-0.118,35.994,-148.64
833,13.8972,1,-0.245,36.349,-153.27
834,13.9139,1,-0.335,36.708,-158.79
835,13.9306,1,-0.336,37.064,-163.20
836,13.9473,1,-0.378,37.441,-168.13
837,13.9640,1,-0.358,37.838,-173.72
838,13.9806,1,-0.298,38.213,-178.61
839,13.9973,1,-0.225,38.591,175.63
840,14.0140,1,-0.122,38.920,170.85
841,14.0307,1,0.017,39.267,166.23
842,14.0474,1,0.164,39.551,161.81
843,14.0640,1,0.351,39.813,158.08
844,14.0807,1,0.539,40.064,153.06
845,14.0974,1,0.719,40.275,149.99
846,14.1141,1,0.888,40.472,146.53
847,14.1308,1,1.074,40.633,143.60
848,14.1475,1,1.275,40.770,139.17
849,14.1642,1,1.457,40.841,136.67
850,14.1808,1,1.667,40.903,134.26
851,14.1975,1,1.873,40.874,133.28
852,14.2142,1,2.057,40.818,131.75
853,14.2309,1,2.303,40.666,130.61
854,14.2476,1,2.552,40.477,129.63
855,14.2643,1,2.858,40.242,129.04
856,14.2809,1,3.182,39.946,128.44
857,14.2976,1,3.527,39.588,127.83
858,14.3143,1,3.915,39.171,127.83
859,14.3310,0,,,
860,14.3477,0,,,
861,14.3643,0,,,
862,14.3810,0,,,
863,14.3977,0,,,
864,14.4144,0,,,
865,14.4311,0,,,
866,14.4478,0,,,
867,14.4645,0,,,
868,14.4811,0,,,
869,14.4978,0,,,
870,14.5145,0,,,
871,14.5312,0,,,
872,14.5479,0,,,
873,14.5646,0,,,
874,14.5812,0,,,
875,14.5979,0,,,
876,14.6146,1,11.858,28.203,136.12
877,14.6313,0,,,
878,14.6480,0,,,
879,14.6646,0,,,
880,14.6813,1,12.872,25.744,148.10
881,14.6980,0,,,
882,14.7147,1,13.416,24.456,153.54
883,14.7314,0,,,
884,14.7481,0,,,
885,14.7648,1,14.277,22.466,163.40
886,14.7814,1,14.600,21.815,167.27
887,14.7981,1,14.949,21.167,169.85
888,14.8148,0,,,
889,14.8315,1,15.766,19.832,175.32
890,14.8482,0,,,
891,14.8649,1,16.605,18.525,-177.06
892,14.8815,1,17.080,17.890,-173.66
893,14.8982,1,17.628,17.287,-168.85
894,14.9149,0,,,
895,14.9316,1,18.854,16.195,-161.84
896,14.9483,1,19.537,15.769,-159.00
897,14.9649,0,,,
898,14.9816,0,,,
899,14.9983,0,,,
900,15.0150,0,,,
901,15.0317,0,,,
902,15.0484,1,24.320,14.222,-148.18
903,15.0650,0,,,
904,15.0817,0,,,
905,15.0984,0,,,
906,15.1151,0,,,
907,15.1318,0,,,
908,15.1485,0,,,
909,15.1652,0,,,
910,15.1818,0,,,
911,15.1985,0,,,
912,15.2152,0,,,
913,15.2319,0,,,
914,15.2486,0,,,
915,15.2652,0,,,
916,15.2819,0,,,
917,15.2986,0,,,
918,15.3153,0,,,
919,15.3320,0,,,
920,15.3487,0,,,
921,15.3653,0,,,
922,15.3820,0,,,
923,15.3987,0,,,
924,15.4154,0,,,
925,15.4321,0,,,
926,15.4488,0,,,
927,15.4655,0,,,
928,15.4821,0,,,
929,15.4988,0,,,
930,15.5155,0,,,
931,15.5322,0,,,
932,15.5489,0,,,
933,15.5655,0,,,
934,15.5822,0,,,
935,15.5989,0,,,
936,15.6156,0,,,
937,15.6323,0,,,
938,15.6490,0,,,
939,15.6656,0,,,
940,15.6823,0,,,
941,15.6990,0,,,
942,15.7157,0,,,
943,15.7324,0,,,
944,15.7491,0,,,
945,15.7658,0,,,
946,15.7824,0,,,
947,15.7991,0,,,
948,15.8158,0,,,
949,15.8325,0,,,
950,15.8492,0,,,
951,15.8659,0,,,
952,15.8825,0,,,
953,15.8992,0,,,
954,15.9159,0,,,
955,15.9326,0,,,
956,15.9493,0,,,
957,15.9659,0,,,
958,15.9826,0,,,
959,15.9993,0,,,
960,16.0160,0,,,
961,16.0327,0,,,
962,16.0494,0,,,
963,16.0661,0,,,
964,16.0827,0,,,
965,16.0994,0,,,
966,16.1161,0,,,
967,16.1328,0,,,
968,16.1495,0,,,
969,16.1662,0,,,
970,16.1828,0,,,
971,16.1995,0,,,
972,16.2162,0,,,
973,16.2329,0,,,
974,16.2496,0,,,
975,16.2662,0,,,
976,16.2829,0,,,
977,16.2996,0,,,
978,16.3163,0,,,
979,16.3330,0,,,
980,16.3497,0,,,
981,16.3664,0,,,
982,16.3830,0,,,
983,16.3997,0,,,
984,16.4164,0,,,
985,16.4331,0,,,
986,16.4498,0,,,
987,16.4665,0,,,
988,16.4831,0,,,
989,16.4998,0,,,
990,16.5165,0,,,
991,16.5332,0,,,
992,16.5499,0,,,
993,16.5665,0,,,
994,16.5832,0,,,
995,16.5999,0,,,
996,16.6166,0,,,
997,16.6333,0,,,
998,16.6500,0,,,
999,16.6667,0,,,
1000,16.6833,0,,,
1001,16.7000,0,,,
1002,16.7167,0,,,
1003,16.7334,0,,,
1004,16.7501,0,,,
1005,16.7668,0,,,
1006,16.7834,0,,,
1007,16.8001,0,,,
1008,16.8168,0,,,
1009,16.8335,0,,,
1010,16.8502,0,,,
1011,16.8668,0,,,
1012,16.8835,0,,,
1013,16.9002,0,,,
1014,16.9169,0,,,
1015,16.9336,0,,,
1016,16.9503,0,,,
1017,16.9670,0,,,
1018,16.9836,0,,,
1019,17.0003,0,,,
1020,17.0170,0,,,
1021,17.0337,0,,,
1022,17.0504,0,,,
1023,17.0671,0,,,
1024,17.0837,0,,,
1025,17.1004,0,,,
1026,17.1171,0,,,
1027,17.1338,0,,,
1028,17.1505,0,,,
1029,17.1671,0,,,
1030,17.1838,0,,,
1031,17.2005,0,,,
1032,17.2172,0,,,
1033,17.2339,0,,,
1034,17.2506,0,,,
1035,17.2673,0,,,
1036,17.2839,0,,,
1037,17.3006,0,,,
1038,17.3173,0,,,
1039,17.3340,0,,,
1040,17.3507,0,,,
1041,17.3674,0,,,
1042,17.3840,0,,,
1043,17.4007,0,,,
1044,17.4174,0,,,
1045,17.4341,0,,,
1046,17.4508,0,,,
1047,17.4674,0,,,
1048,17.4841,0,,,
1049,17.5008,0,,,
1050,17.5175,0,,,
1051,17.5342,0,,,
1052,17.5509,0,,,
1053,17.5676,0,,,
1054,17.5842,0,,,
1055,17.6009,0,,,
1056,17.6176,0,,,
1057,17.6343,0,,,
1058,17.6510,0,,,
1059,17.6677,0,,,
1060,17.6843,0,,,
1061,17.7010,0,,,
1062,17.7177,0,,,
1063,17.7344,0,,,
1064,17.7511,0,,,
1065,17.7677,0,,,
1066,17.7844,0,,,
1067,17.8011,0,,,
1068,17.8178,0,,,
1069,17.8345,0,,,
1070,17.8512,0,,,
1071,17.8679,0,,,
1072,17.8845,0,,,
1073,17.9012,0,,,
1074,17.9179,0,,,
1075,17.9346,0,,,
1076,17.9513,0,,,
1077,17.9680,0,,,
1078,17.9846,0,,,
1079,18.0013,0,,,
1080,18.0180,0,,,
1081,18.0347,0,,,
1082,18.0514,0,,,
1083,18.0680,0,,,
1084,18.0847,0,,,
1085,18.1014,0,,,
1086,18.1181,0,,,
1087,18.1348,0,,,
1088,18.1515,0,,,
1089,18.1682,0,,,
1090,18.1848,0,,,
1091,18.2015,0,,,
1092,18.2182,0,,,
1093,18.2349,0,,,
1094,18.2516,0,,,
1095,18.2683,0,,,
1096,18.2849,0,,,
1097,18.3016,1,29.070,89.370,22.31
1098,18.3183,1,28.205,89.375,22.15
1099,18.3350,1,27.265,89.330,22.82
1100,18.3517,1,26.316,89.257,22.65
1101,18.3683,0,,,
1102,18.3850,1,24.484,89.012,23.69
1103,18.4017,1,23.542,88.887,23.32
1104,18.4184,1,22.554,88.715,23.51
1105,18.4351,0,,,
1106,18.4518,1,20.701,88.347,23.80
1107,18.4685,1,19.731,88.151,24.25
1108,18.4851,1,18.716,87.896,24.19
1109,18.5018,1,17.739,87.659,24.20
1110,18.5185,0,,,
1111,18.5352,0,,,
1112,18.5519,0,,,
1113,18.5686,0,,,
1114,18.5852,0,,,
1115,18.6019,0,,,
1116,18.6186,0,,,
1117,18.6353,0,,,
1118,18.6520,0,,,
1119,18.6686,0,,,
1120,18.6853,0,,,
1121,18.7020,0,,,
1122,18.7187,0,,,
1123,18.7354,0,,,
1124,18.7521,0,,,
1125,18.7688,0,,,
1126,18.7854,0,,,
1127,18.8021,0,,,
1128,18.8188,0,,,
1129,18.8355,0,,,
1130,18.8522,0,,,
1131,18.8689,0,,,
1132,18.8855,0,,,
1133,18.9022,0,,,
1134,18.9189,0,,,
1135,18.9356,0,,,
1136,18.9523,0,,,
1137,18.9689,0,,,
1138,18.9856,0,,,
1139,19.0023,0,,,
1140,19.0190,0,,,
1141,19.0357,0,,,
1142,19.0524,0,,,
1143,19.0691,0,,,
1144,19.0857,0,,,
1145,19.1024,0,,,
1146,19.1191,1,-13.432,74.098,53.40
1147,19.1358,0,,,
1148,19.1525,0,,,
1149,19.1692,0,,,
1150,19.1858,0,,,
1151,19.2025,1,-16.144,71.490,64.12
1152,19.2192,0,,,
1153,19.2359,1,-16.815,70.264,66.92
1154,19.2526,0,,,
1155,19.2692,0,,,
1156,19.2859,0,,,
1157,19.3026,0,,,
1158,19.3193,0,,,
1159,19.3360,1,-17.933,66.450,75.44
1160,19.3527,0,,,
1161,19.3694,1,-18.348,65.120,76.33
1162,19.3860,0,,,
1163,19.4027,0,,,
1164,19.4194,0,,,
1165,19.4361,0,,,
1166,19.4528,0,,,
1167,19.4695,0,,,
1168,19.4861,0,,,
1169,19.5028,0,,,
1170,19.5195,0,,,
1171,19.5362,0,,,
1172,19.5529,0,,,
1173,19.5695,0,,,
1174,19.5862,0,,,
1175,19.6029,0,,,
1176,19.6196,0,,,
1177,19.6363,0,,,
1178,19.6530,0,,,
1179,19.6697,0,,,
1180,19.6863,0,,,
1181,19.7030,0,,,
1182,19.7197,0,,,
1183,19.7364,0,,,
1184,19.7531,0,,,
1185,19.7698,0,,,
1186,19.7864,0,,,
1187,19.8031,0,,,
1188,19.8198,0,,,
1189,19.8365,0,,,
1190,19.8532,0,,,
1191,19.8698,0,,,
1192,19.8865,0,,,
1193,19.9032,0,,,
1194,19.9199,0,,,
1195,19.9366,0,,,
1196,19.9533,0,,,
1197,19.9700,0,,,
1198,19.9866,0,,,
1199,20.0033,0,,,
1200,20.0200,0,,,
1201,20.0367,0,,,
1202,20.0534,0,,,
1203,20.0701,0,,,
1204,20.0867,0,,,
1205,20.1034,0,,,
1206,20.1201,0,,,
1207,20.1368,0,,,
1208,20.1535,0,,,
1209,20.1701,0,,,
1210,20.1868,0,,,
1211,20.2035,0,,,
1212,20.2202,0,,,
1213,20.2369,0,,,
1214,20.2536,1,-14.140,33.584,-148.16
1215,20.2703,1,-13.366,33.579,-147.87
1216,20.2869,0,,,
1217,20.3036,0,,,
1218,20.3203,0,,,
1219,20.3370,0,,,
1220,20.3537,1,-9.653,34.168,-146.32
1221,20.3704,0,,,
1222,20.3870,0,,,
1223,20.4037,0,,,
1224,20.4204,0,,,
1225,20.4371,0,,,
1226,20.4538,0,,,
1227,20.4704,0,,,
1228,20.4871,0,,,
1229,20.5038,0,,,
1230,20.5205,0,,,
1231,20.5372,0,,,
1232,20.5539,0,,,
1233,20.5706,0,,,
1234,20.5872,0,,,
1235,20.6039,0,,,
1236,20.6206,0,,,
1237,20.6373,0,,,
1238,20.6540,0,,,
1239,20.6707,1,3.875,40.252,-154.29
1240,20.6873,1,4.275,40.437,-154.05
1241,20.7040,1,4.593,40.561,-153.86
1242,20.7207,1,4.773,40.658,-153.62
1243,20.7374,1,4.897,40.697,-153.86
1244,20.7541,1,4.901,40.659,-153.21
1245,20.7707,1,4.831,40.600,-152.57
1246,20.7874,1,4.725,40.512,-153.22
1247,20.8041,1,4.536,40.376,-152.58
1248,20.8208,1,4.344,40.265,-153.22
