frame,time_s,found,x_in,y_in,heading_deg
683,11.3947,0,,,
684,11.4114,0,,,
685,11.4281,0,,,
686,11.4448,0,,,
687,11.4615,0,,,
688,11.4781,0,,,
689,11.4948,0,,,
690,11.5115,0,,,
691,11.5282,0,,,
692,11.5449,0,,,
693,11.5616,0,,,
694,11.5782,0,,,
695,11.5949,0,,,
696,11.6116,0,,,
697,11.6283,0,,,
698,11.6450,0,,,
699,11.6616,0,,,
700,11.6783,0,,,
701,11.6950,0,,,
702,11.7117,0,,,
703,11.7284,0,,,
704,11.7451,0,,,
705,11.7618,0,,,
706,11.7784,0,,,
707,11.7951,0,,,
708,11.8118,0,,,
709,11.8285,0,,,
710,11.8452,0,,,
711,11.8619,0,,,
712,11.8785,0,,,
713,11.8952,0,,,
714,11.9119,0,,,
715,11.9286,0,,,
716,11.9453,0,,,
717,11.9619,0,,,
718,11.9786,0,,,
719,11.9953,0,,,
720,12.0120,0,,,
721,12.0287,0,,,
722,12.0454,0,,,
723,12.0621,0,,,
724,12.0787,0,,,
725,12.0954,1,8.843,13.393,-22.06
726,12.1121,1,8.360,13.535,-21.13
727,12.1288,1,7.907,13.629,-22.03
728,12.1455,1,7.522,13.692,-22.67
729,12.1622,1,7.214,13.738,-23.87
730,12.1788,1,6.922,13.747,-23.88
731,12.1955,1,6.660,13.722,-25.98
732,12.2122,1,6.414,13.661,-27.48
733,12.2289,1,6.131,13.596,-29.36
734,12.2456,1,5.840,13.493,-32.22
735,12.2622,1,5.549,13.390,-36.09
736,12.2789,1,5.196,13.268,-40.46
737,12.2956,1,4.894,13.151,-43.35
738,12.3123,1,4.521,12.991,-47.72
739,12.3290,1,4.147,12.842,-53.23
740,12.3457,1,3.758,12.717,-57.23
741,12.3624,1,3.406,12.608,-61.45
742,12.3790,1,3.012,12.533,-65.51
743,12.3957,1,2.665,12.487,-69.17
744,12.4124,1,2.340,12.469,-73.44
745,12.4291,1,1.999,12.486,-76.81
746,12.4458,1,1.722,12.497,-80.23
747,12.4625,1,1.468,12.523,-82.29
748,12.4791,1,1.225,12.562,-85.74
749,12.4958,1,0.969,12.612,-88.50
750,12.5125,1,0.830,12.624,-89.80
751,12.5292,1,0.668,12.608,-91.82
752,12.5459,1,0.552,12.522,-92.49
753,12.5625,1,0.445,12.362,-92.59
754,12.5792,1,0.377,12.181,-93.27
